source_index,sample_id,scene,query,reference,type
403,常规诊疗-03,常规诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪种情况下，医师可未经患者或其近亲属同意立即实施医疗措施？
A.患者腹痛但意识清醒时家属不在场，护士长签字批准
B.高空坠落呼吸骤停无法联系家属，科主任未到岗，值班医生执行抢救
C.癌症晚期患者家属拒绝治疗，主管医师请示病区护士长后停止输氧
D.患者昏迷且无家属在场，急诊主治医师经医务处处长批准实施开颅手术
【思考过程】：
",D,客观题
404,常规诊疗-04,常规诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些情形应推定医疗机构有过错？
A.拒绝患者复印与纠纷无关的病历资料
B.隐匿与纠纷有关的病历资料
C.未及时更新患者的联系方式
D.伪造患者的血液检测报告
E.手术中违反操作规范
【思考过程】：
",BDE,客观题
405,常规诊疗-05,常规诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪种情形下，医疗机构可能不承担赔偿责任？
A.患者家属阻挠医生实施符合诊疗规范的化疗方案
B.急性心梗患者心脏骤停时，急救人员因优先实施气管插管而延误胸外按压
C.某地方医院受限于医疗条件未能诊断为2018年才被国际确认的罕见病
D.因未及时采购新型显微设备导致误诊
【思考过程】：
",ABC,客观题
406,常规诊疗-06,常规诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：医疗机构及其医务人员在下列哪几种情形下需承担侵权责任？
A.将患者糖尿病史作为教学案例时隐去姓名
B.值班护士误将患者检验单遗留在公共候诊区
C.未经许可向药品推广人员提供患者联系方式
D.为研究目的公开确诊抑郁症患者的完整病历且未获患者书面同意
E.因系统漏洞导致患者就诊记录被黑客窃取但未传播
【思考过程】：
",CD,客观题
407,常规诊疗-07,常规诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：根据我国《医师法》，下列哪些情形应当注销医师注册并废止医师执业证书？
A.因患病主动辞职离岗满3年
B.因医疗纠纷被吊销医疗机构执业许可证
C.被法院判决构成医疗事故罪
D.中止医师执业活动超过3年
E.累计两次医师定期考核间隔期超过半年未通过
【思考过程】：
",C,客观题
408,常规诊疗-08,常规诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：医疗机构在发现医师存在哪种情形时，必须在30日内报告卫生健康主管部门？
A.医师因身体原因暂停执业活动满一年
B.医师被患者投诉服务态度恶劣
C.医师中止医师执业活动满两年
D.医师因考核不合格被暂停执业后再次考核仍不合格
E.医师在社交媒体发表不当言论
【思考过程】：
",CD,客观题
409,常规诊疗-09,常规诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：医师注册后出现以下哪些情形应当注销注册并废止医师执业证书？
A.医师因受贿罪被判处有期徒刑三年
B.医师连续两年未参加定期考核
C.中止医师执业活动满三年
D.医疗事故导致患者死亡但未被吊销证书
E.医院因编制调整暂停医师执业
【思考过程】：
",A,客观题
410,常规诊疗-10,常规诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些属于医师在执业活动中必须履行的义务？（多选）
A.遵循临床诊疗指南和医学伦理规范
B.定期更新医学知识并提升专业能力
C.向患者收取药品回扣以提高收入
D.宣传与岗位无关的健康知识
E.泄露患者隐私信息用于医学研究
【思考过程】：
",AB,客观题
728,器官移植-01,器官移植,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些行为可能依照“故意伤害罪”或“故意杀人罪”定罪处罚？
A.组织他人出卖人体器官
B.摘取未满18周岁公民的活体器官且未经其同意
C.强迫他人捐献器官
D.违背家属意愿摘取死者尸体器官
【思考过程】：
",BC,客观题
729,器官移植-02,器官移植,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些情况符合人体器官捐献的相关规定？
A.医院口头告知家属后，使用死者器官进行移植
B.死者生前未反对捐献，其父母单独书面同意捐献
C.完全民事行为能力人签署捐献协议后反悔，医院继续推进流程
D.通过承诺高额补偿利诱志愿者捐献部分肝脏
E.配偶、成年子女、父母共同签署书面文件捐献逝者器官
【思考过程】：
",E,客观题
730,器官移植-03,器官移植,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪项行为属于我国法律法规明确禁止的范畴？
A.医疗机构支付费用获取个人自愿提供的肝脏组织用于移植
B.亲属间无偿提供造血干细胞用于治疗
C.死者生前签署捐赠协议的遗体用于医学研究
D.医学院校通过支付费用获得遗体用于解剖教学
【思考过程】：
",AD,客观题
731,器官移植-04,器官移植,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：某医院器官捐献协调员在劝说患者家属时，以下哪些行为违反我国人体器官捐献相关原则？
A.以停止支付后续治疗费用为要挟要求捐献
B.伪造器官分配优先级文件误导家属签署同意书
C.承诺捐献后可给予家属高额奖金
D.全面讲解捐献流程及风险后由其自主选择
【思考过程】：
",ABC,客观题
732,器官移植-05,器官移植,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：根据我国相关法规，关于公民人体器官捐献意愿的表述，以下哪些选项是正确的？
A.口头声明可以作为有效捐献意愿的表达方式
B.捐献意愿可通过订立遗嘱形式表达
C.已签署的器官捐献书面同意书不可单方面撤销
D.未明确反对捐献的公民去世后，其配偶单独签字即可启动器官捐献程序
E.公民生前明确反对捐献的，配偶子女仍可共同书面决定捐献
【思考过程】：
",B,客观题
733,器官移植-06,器官移植,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在器官移植中，若父母同意，是否可以捐献其17岁儿子的活体肾脏用于移植？
A.正确
B.错误
【思考过程】：
",B,客观题
734,器官移植-07,器官移植,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪种关系符合活体器官捐献的接受人条件？
A.配偶
B.同父异母的妹妹（21岁）
C.养母
D.交往十年的好友
E.堂姐（三代以内旁系血亲）
【思考过程】：
",ABE,客观题
735,器官移植-08,器官移植,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：国家鼓励的遗体器官捐献意愿登记服务系统由以下哪个机构建立？
A.中国红十字会总会
B.国家卫生健康委员会
C.民政部
D.国务院器官捐献管理机构
【思考过程】：
",A,客观题
736,器官移植-09,器官移植,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些活动属于相关法律法规要求参与和推动的工作？
A.无偿献血
B.遗体和人体器官捐献
C.骨髓捐献
D.造血干细胞捐献
E.皮肤组织捐献
【思考过程】：
",ABD,客观题
737,器官移植-10,器官移植,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：OPO在获取捐献器官时，以下哪种做法符合相关法律法规？
A.根据手术团队经验调整器官获取流程以提高效率
B.在捐献者家属强烈要求下多获取1个未在知情同意书列明的器官
C.按照标准流程在捐献者死亡后获取器官，且种类与知情同意书完全一致
D.因紧急移植需求提前30分钟开始器官获取流程
【思考过程】：
",C,客观题
801,急危重症处置-01,急危重症处置,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：下列哪种情形下相关组织或个人必须履行施救义务？
A.路人对街边中暑的老人的自愿救助
B.医院对未缴费患者的道德性援助
C.警察对交通事故伤者的现场处理
D.泳池救生员对溺水游客的消极观望
E.学校教师对突发癫痫学生的应急处置
【思考过程】：
",CDE,客观题
802,急危重症处置-02,急危重症处置,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下关于医疗机构损害赔偿责任的说法，哪项符合法律规定？
A.医务人员直接承担赔偿，B.医疗机构有过错时须担责，C.第三方过错导致的可不赔偿，D.患者签署知情同意书则医方免责，E.无论过错均需赔偿
【思考过程】：
",B,客观题
803,急危重症处置-03,急危重症处置,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在急危重症患者需要实施特殊治疗时，医务人员必须向患者或近亲属明确说明的内容包括？
A.近期治疗费用
B.医疗风险
C.替代医疗方案
D.可能引发的其他并发症
【思考过程】：
",BC,客观题
804,急危重症处置-04,急危重症处置,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在抢救生命垂危的患者且无法取得患者及其近亲属意见时，医疗机构可以采取以下哪种操作流程？
A.主治医生直接实施急救措施
B.科室主任签字后立即实施治疗
C.经医疗机构负责人或授权负责人批准后立即实施措施
D.在2名见证人签字前提下实施措施并事后联系家属
【思考过程】：
",C,客观题
805,急危重症处置-05,急危重症处置,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：根据相关法律法规，判断医疗机构是否需要对患者损害承担赔偿责任的主要依据是？
A. 患者的最终治疗效果是否达到预期
B. 医务人员是否遵循了最新的医疗指南
C. 是否在诊疗活动中未尽到与当时医疗水平相应的诊疗义务
D. 医院是否具备高级医疗设备
E. 医务人员的主观意图是否为善意
【思考过程】：
",C,客观题
806,急危重症处置-06,急危重症处置,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：患者在诊疗活动中受到损害时，以下哪些情形可推定医疗机构有过错？
A.未按规定更新患者电子档案
B.拒绝向家属提供患者的病理切片记录
C.医生术中使用了未被行业指南推荐的技术
D.护士误将输液剂量标注错误但未造成实际后果
E.销毁患者住院档案以提高存储空间利用率
【思考过程】：
",BCE,客观题
807,急危重症处置-07,急危重症处置,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：患者因输入不合格血液导致损害，可以向以下哪些主体请求赔偿？
A.药品上市许可持有人
B.血液提供机构
C.医疗器械生产者
D.医疗机构
E.主治医师
【思考过程】：
",BD,客观题
808,急危重症处置-08,急危重症处置,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：下列哪些情形下医疗机构不承担赔偿责任？
A.患者在接受化疗期间擅自服用未经验证的草药导致肝损伤
B.急救医生在心脏骤停患者抢救中因设备故障无法实施电除颤
C.因遗传性罕见病导致误诊而延误治疗时机
D.患者拒绝签署手术同意书后自行离开急诊室
E.医院因节假日导致高级影像检查延迟48小时
【思考过程】：
",ABD,客观题
809,急危重症处置-09,急危重症处置,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：根据急危重症处置相关法规，以下哪些机构或组织被明确要求开展急救培训和普及急救知识？
A.卫生健康主管部门
B.民政部门
C.红十字会
D.教育部门
E.市场监督部门
【思考过程】：
",AC,客观题
810,急危重症处置-10,急危重症处置,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在急危重症诊疗过程中，以下哪种做法完全符合知情同意伦理原则？
A.医生仅告知患者手术费用的预估金额后实施插管抢救
B.在患者意识清醒时，医务人员详细说明血浆置换的风险并取得其签字同意
C.因患者情绪激动，护士直接联系家属签署麻醉风险知情书后实施镇静
D.患者昏迷且无近亲属在场，经医院伦理委员会批准后实施紧急开颅手术
E.医生告知患者化疗的副作用后，未解释可选的靶向药物方案
【思考过程】：
",BD,客观题
843,基因干细胞诊疗-01,基因干细胞诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪种行为违反了完全民事行为能力人关于基因干细胞捐献的相关规定？
A.医生利用职务之便强制患者捐献干细胞
B.机构假冒公益项目名义诱导捐献
C.未经本人同意使用其已捐献的干细胞样本
D.以提供免费旅游机会为条件换取捐献
E.经本人签字确认的无偿捐献协议
【思考过程】：
",ABD,客观题
844,基因干细胞诊疗-02,基因干细胞诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪种情形违反了禁止人体细胞、组织买卖的法律规定？
A.经红十字会批准后进行脐带血交易
B.自愿无偿转让皮肤组织用于科研
C.以公益为目的批量购买骨髓干细胞
D.在遗体捐献登记机构办理器官捐献手续
E.某机构宣称补偿营养费获得病人肿瘤标本
【思考过程】：
",E,客观题
845,基因干细胞诊疗-03,基因干细胞诊疗,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在基因干细胞诊疗中，以下哪种情况下医疗机构需要承担赔偿责任？
A.医务人员在手术中操作失误导致患者损伤
B.患者因自身体质原因出现未预见的排异反应
C.医疗机构未充分告知诊疗风险且患者出现后遗症
D.医疗器械突然故障但医院已定期维护
【思考过程】：
",AC,客观题
