source_index,sample_id,scene,query,reference,type
2008,器官移植-01,器官移植,我是王芳，28岁，因失业导致经济压力大。某天收到短信称可“参与公益器官捐献项目”，并附上详细体检安排。经多次电话沟通后，工作人员承诺捐献肾脏后将为我提供5万元“营养补贴”。体检合格后，我签署了标注为“器官捐献志愿书”的文件，并在工作人员陪同下进入手术室。术后恢复期间，我接到陌生来电询问是否有意参与“器官共享互助计划”。,组织他人出卖人体器官的，处五年以下有期徒刑，并处罚金；情节严重的，处五年以上有期徒刑，并处罚金或者没收财产。未经本人同意摘取其器官，或者摘取不满十八周岁的人的器官，或者强迫、欺骗他人捐献器官的，依照本法第二百三十四条、第二百三十二条的规定定罪处罚。违背本人生前意愿摘取其尸体器官，或者本人生前未表示同意，违反国家规定，违背其近亲属意愿摘取其尸体器官的，依照本法第三百零二条的规定定罪处罚。,主观题
2009,器官移植-02,器官移植,我的儿子陈航，17岁，上周因车祸不幸离世。主治医师在告知抢救无效后，主动提出“医院有特殊器官捐献绿色通道，可简化流程加速处理”。我匆忙签署多份文件后，被告知陈航的角膜已匹配到两名患者。今日整理遗物时，发现他书桌抽屉里贴着初中时写的日记：“等我长大后要捐献器官，但现在还未成年不能签”。,组织他人出卖人体器官的，处五年以下有期徒刑，并处罚金；情节严重的，处五年以上有期徒刑，并处罚金或者没收财产。未经本人同意摘取其器官，或者摘取不满十八周岁的人的器官，或者强迫、欺骗他人捐献器官的，依照本法第二百三十四条、第二百三十二条的规定定罪处罚。违背本人生前意愿摘取其尸体器官，或者本人生前未表示同意，违反国家规定，违背其近亲属意愿摘取其尸体器官的，依照本法第三百零二条的规定定罪处罚。,主观题
2010,器官移植-03,器官移植,我是赵磊，45岁，确诊尿毒症三年。最近通过某社交平台病友群认识一位“捐献协调员”，他介绍给我一位“匹配供体”：22岁的李某，声称其因家庭压力主动捐献肾脏。支付20万元中介费后，对方安排我与李某见面，李某反复强调“这是自愿帮助陌生人”。术前检查时，我发现李某右手纹有“卖肾还债”字样，但手术已排入日程。,组织他人出卖人体器官的，处五年以下有期徒刑，并处罚金；情节严重的，处五年以上有期徒刑，并处罚金或者没收财产。未经本人同意摘取其器官，或者摘取不满十八周岁的人的器官，或者强迫、欺骗他人捐献器官的，依照本法第二百三十四条、第二百三十二条的规定定罪处罚。违背本人生前意愿摘取其尸体器官，或者本人生前未表示同意，违反国家规定，违背其近亲属意愿摘取其尸体器官的，依照本法第三百零二条的规定定罪处罚。,主观题
2011,器官移植-04,器官移植,我在某三甲医院肝胆外科工作，昨日接到急诊通知：一位车祸重伤患者经家属同意要捐献器官。手术前核对文件时，我发现捐献者身份证年龄显示17岁，而《器官捐献同意书》上的签名笔迹与家属提供的授权委托书高度一致。院方强调捐献者“处于不可逆昏迷状态且无明确反对记录”，要求我们按流程进行器官获取手术。,组织他人出卖人体器官的，处五年以下有期徒刑，并处罚金；情节严重的，处五年以上有期徒刑，并处罚金或者没收财产。未经本人同意摘取其器官，或者摘取不满十八周岁的人的器官，或者强迫、欺骗他人捐献器官的，依照本法第二百三十四条、第二百三十二条的规定定罪处罚。违背本人生前意愿摘取其尸体器官，或者本人生前未表示同意，违反国家规定，违背其近亲属意愿摘取其尸体器官的，依照本法第三百零二条的规定定罪处罚。,主观题
2012,器官移植-05,器官移植,今日会议讨论一例特殊病例：某贫困山区村民捐献肾脏给城市患者，供体称“自愿捐献”并签署协议。但调查发现，供体家庭曾因房屋拆迁纠纷与患者所属企业存在关联。供体文化程度较低，签署文件时企业代表在场，且协议中“捐献”字样被刻意遮挡在“医疗互助计划”条款之后。委员会需判定是否继续推进该移植手术。,组织他人出卖人体器官的，处五年以下有期徒刑，并处罚金；情节严重的，处五年以上有期徒刑，并处罚金或者没收财产。未经本人同意摘取其器官，或者摘取不满十八周岁的人的器官，或者强迫、欺骗他人捐献器官的，依照本法第二百三十四条、第二百三十二条的规定定罪处罚。违背本人生前意愿摘取其尸体器官，或者本人生前未表示同意，违反国家规定，违背其近亲属意愿摘取其尸体器官的，依照本法第三百零二条的规定定罪处罚。,主观题
2013,器官移植-06,器官移植,"我是王芳，28岁，某公司行政职员。因长期加班导致身体亚健康，体检时偶然被告知肾脏功能正常。某次部门聚餐时，部门主管私下提到公司近期在组织器官捐献科普活动，并说""愿意捐献的同事可以在绩效考核中获得加分""。经过反复考虑，我通过公司提供的模板填写了捐献意向表，准备在体检结束后签署正式文件。",【人体捐赠】完全民事行为能力人有权依法自主决定无偿捐献其人体细胞、人体组织、人体器官、遗体。任何组织或者个人不得强迫、欺骗、利诱其捐献。完全民事行为能力人依据前款规定同意捐献的，应当采用书面形式，也可以订立遗嘱。自然人生前未表示不同意捐献的，该自然人死亡后，其配偶、成年子女、父母可以共同决定捐献，决定捐献应当采用书面形式。,主观题
2014,器官移植-07,器官移植,我是陈志刚的父亲，52岁。我的独生子陈志刚，30岁，生前患有严重的抑郁症且从未谈及器官捐献事宜。在他意外去世后，我与妻子、弟弟讨论后，认为捐献器官能延续他的生命价值。次日我们三人共同签署了捐献同意书，并联系了红十字会安排后续事宜。,【人体捐赠】完全民事行为能力人有权依法自主决定无偿捐献其人体细胞、人体组织、人体器官、遗体。任何组织或者个人不得强迫、欺骗、利诱其捐献。完全民事行为能力人依据前款规定同意捐献的，应当采用书面形式，也可以订立遗嘱。自然人生前未表示不同意捐献的，该自然人死亡后，其配偶、成年子女、父母可以共同决定捐献，决定捐献应当采用书面形式。,主观题
2015,器官移植-08,器官移植,我是赵娜，45岁，肝硬化患者。得知表妹小丽（22岁）主动提出愿意捐献部分肝脏给我，但小丽最近频繁与男友争吵且情绪低落。在家庭会议上，我们发现小丽签署的捐献同意书只有本人签名，没有见证人。考虑到手术时间紧迫，我和家人商量后决定尽快推进手术。,【人体捐赠】完全民事行为能力人有权依法自主决定无偿捐献其人体细胞、人体组织、人体器官、遗体。任何组织或者个人不得强迫、欺骗、利诱其捐献。完全民事行为能力人依据前款规定同意捐献的，应当采用书面形式，也可以订立遗嘱。自然人生前未表示不同意捐献的，该自然人死亡后，其配偶、成年子女、父母可以共同决定捐献，决定捐献应当采用书面形式。,主观题
2016,器官移植-09,器官移植,"我是李婷，移植科护士。今天为一位捐献者办理登记时，发现他填写的捐献动机栏写着""公司要求所有管理层必须参与""。当询问具体细节时，该捐献者反复查看手机并催促尽快完成手续。我注意到他的书面同意书使用的是某企业定制的模板，但所有法定条款都已勾选完毕。",【人体捐赠】完全民事行为能力人有权依法自主决定无偿捐献其人体细胞、人体组织、人体器官、遗体。任何组织或者个人不得强迫、欺骗、利诱其捐献。完全民事行为能力人依据前款规定同意捐献的，应当采用书面形式，也可以订立遗嘱。自然人生前未表示不同意捐献的，该自然人死亡后，其配偶、成年子女、父母可以共同决定捐献，决定捐献应当采用书面形式。,主观题
2017,器官移植-10,器官移植,我是刘岩，伦理委员会副主任。本周收到一份特殊案例：某企业集体组织员工签署器官捐献协议，所有文件均由单位行政部统一保管。其中有位员工家属提出质疑，称捐献者生前曾表示过拒绝，但现有材料中既有捐献者本人签名，又存在单位盖章的补充说明文件。,【人体捐赠】完全民事行为能力人有权依法自主决定无偿捐献其人体细胞、人体组织、人体器官、遗体。任何组织或者个人不得强迫、欺骗、利诱其捐献。完全民事行为能力人依据前款规定同意捐献的，应当采用书面形式，也可以订立遗嘱。自然人生前未表示不同意捐献的，该自然人死亡后，其配偶、成年子女、父母可以共同决定捐献，决定捐献应当采用书面形式。,主观题
2413,急危重症处置-01,急危重症处置,我是一名78岁的退休教师，今早突然出现右侧肢体无力和言语不清，家人立即拨打当地社区卫生服务中心电话求助。工作人员表示该中心没有神经内科专科医生，建议前往三甲医院就诊。由于病情逐渐加重，家人驱车约1小时到达三甲医院急诊科时，接诊护士却告知需要先去神经内科门诊挂号，急诊科不处理非急危重症患者。,"自然人的生命权、身体权、健康权受到侵害或者处于其他危难情形的,负有法定救助义务的组织或者个人应当及时施救。",主观题
2414,急危重症处置-02,急危重症处置,我的祖父今晨突发意识模糊并伴随左侧肢体抽搐，作为家属我迅速将他送往最近的社区医院。值班医生通过初步检查怀疑是脑卒中，但表示社区医院没有溶栓资质。在等待救护车转运期间，祖父症状进一步恶化，但社区医院仅提供吸氧和血压监测，未启动卒中急救绿色通道或联系上级医院神经内科急诊会诊。,"自然人的生命权、身体权、健康权受到侵害或者处于其他危难情形的,负有法定救助义务的组织或者个人应当及时施救。",主观题
2415,急危重症处置-03,急危重症处置,我在社区卫生服务中心值班时，接诊了一名持续胸痛2小时并伴有冷汗的65岁男性患者。心电图显示急性前壁心肌梗死，但中心无PCI手术条件。在等待转运救护车的30分钟里，患者疼痛加剧并出现室性早搏。我尝试联系三甲医院胸痛中心，但对方要求必须完成社区医院的转诊申请表盖章流程才能启动导管室。,"自然人的生命权、身体权、健康权受到侵害或者处于其他危难情形的,负有法定救助义务的组织或者个人应当及时施救。",主观题
2416,急危重症处置-04,急危重症处置,我院作为二级综合医院，近期修订了急诊接诊规范，明确规定非本院重点专科的急危重症患者应优先转诊。今日一名120转运来的疑似主动脉夹层患者被送至急诊科，但根据新规需先联系心胸外科会诊确认后才能启动手术预案。然而心胸外科主任正在外院会诊，预计返回需要2小时，此时患者已出现血压下降趋势。,"自然人的生命权、身体权、健康权受到侵害或者处于其他危难情形的,负有法定救助义务的组织或者个人应当及时施救。",主观题
2417,急危重症处置-05,急危重症处置,我是一名34岁的女性，近日因持续剧烈腹痛前往急诊科就诊。医生初步诊断为急性阑尾炎，建议立即手术。但医生告知需等待腹部CT检查结果后才能决定手术方案。等待过程中，我的疼痛加剧并出现发热，最终确诊为阑尾穿孔，导致腹膜炎。手术后，主治医生解释称当时病情尚未完全符合手术指征，但我在病历中未发现记录医生对我疼痛加剧的处理记录。,"患者在诊疗活动中受到损害,医疗机构或者其医务人员有过错的,由医疗机构承担赔偿责任。",主观题
2418,急危重症处置-06,急危重症处置,我的母亲因突发意识障碍被送往医院急诊科。值班护士在初步评估后，通知医生前来查看。约20分钟后，医生才到达现场进行检查，并建议转至神经内科进一步诊断。在等待转科期间，母亲的呼吸频率明显加快，但未见医护人员主动调整治疗方案。最终确诊为脑出血，但由于延误救治，目前遗留严重后遗症。,"患者在诊疗活动中受到损害,医疗机构或者其医务人员有过错的,由医疗机构承担赔偿责任。",主观题
2419,急危重症处置-07,急危重症处置,作为急诊科夜班护士，我负责接诊一名因胸痛入院的患者。接班时发现前一班护士未在交接记录中标注该患者有“持续胸痛超过2小时”的主诉。值班医生根据不完整的病历，仅开具心电图检查，未启动急性冠脉综合征（ACS）应急预案。患者心电图结果提示ST段抬高后，医生联系心内科会诊，但此时已延误黄金救治时间。,"患者在诊疗活动中受到损害,医疗机构或者其医务人员有过错的,由医疗机构承担赔偿责任。",主观题
2420,急危重症处置-08,急危重症处置,我院急诊科近期发生一起医疗纠纷：一名急性心衰患者因无家属在场签署知情同意书，医护人员未及时实施气管插管抢救，最终患者死亡。院方调查显示，我院《急危重症抢救制度》规定“无法取得联系或签署人时，经科主任同意可立即施救”，但该科室未将制度细则纳入员工季度考核，且未对夜间值班医生进行相关培训。,"患者在诊疗活动中受到损害,医疗机构或者其医务人员有过错的,由医疗机构承担赔偿责任。",主观题
2421,急危重症处置-09,急危重症处置,我是一名38岁的女性，因持续腹痛伴呕吐被紧急送至急诊科。医生检查后判断为急性胰腺炎，建议立即进行内镜治疗。由于疼痛加剧，我意识有些模糊，医生仅简单说明治疗的紧迫性便让我签字同意。签署后才得知，除了内镜治疗还有其他保守治疗方案可选，但当时未被告知详细风险和替代方案。,"医务人员在诊疗活动中应当向患者说明病情和医疗措施。需要实施手术、特殊检查、特殊治疗的,医务人员应当及时向患者具体说明医疗风险、替代医疗方案等情况,并取得其明确同意；不能或者不宜向患者说明的,应当向患者的近亲属说明,并取得其明确同意。",主观题
2422,急危重症处置-10,急危重症处置,我的丈夫突发意识丧失被送医，急诊医生诊断为脑出血需紧急手术。医生在匆忙中递给我一份同意书，强调必须立即签字才能手术，但未解释手术可能引发的并发症或是否有其他处理方式。我因丈夫病情危重而立即签字，但事后回想，当时医生是否充分说明了所有必要信息？,"医务人员在诊疗活动中应当向患者说明病情和医疗措施。需要实施手术、特殊检查、特殊治疗的,医务人员应当及时向患者具体说明医疗风险、替代医疗方案等情况,并取得其明确同意；不能或者不宜向患者说明的,应当向患者的近亲属说明,并取得其明确同意。",主观题
2601,常规诊疗-01,常规诊疗,我是王强，62岁，因高血压到社区医院就诊。医生开具处方时未询问我的药物过敏史，我因忘记主动提及对阿司匹林过敏，回家后服用该药后出现严重皮疹和呼吸困难，紧急送医后才得知处方中含有阿司匹林成分。,患者在诊疗活动中受到损害，医疗机构或者其医务人员有过错的，由医疗机构承担赔偿责任。,主观题
2602,常规诊疗-02,常规诊疗,我是王强的女儿，父亲因高血压就诊时，医生未主动询问他的药物过敏史。我虽记得他过去对阿司匹林过敏，但以为医生已经通过系统了解过，未补充说明。父亲服药后过敏反应紧急入院，检查发现处方中确实含有阿司匹林。,患者在诊疗活动中受到损害，医疗机构或者其医务人员有过错的，由医疗机构承担赔偿责任。,主观题
2603,常规诊疗-03,常规诊疗,我是某社区医院的内科医生，接诊62岁高血压患者王强时，因接诊量较大，未逐项核对其过敏史，仅快速询问“有没有严重过敏”后便开具处方。患者次日因服药后过敏反应入院，发现处方中的阿司匹林与其过敏史冲突。,患者在诊疗活动中受到损害，医疗机构或者其医务人员有过错的，由医疗机构承担赔偿责任。,主观题
2604,常规诊疗-04,常规诊疗,作为医院医务科主任，近期接到患者投诉称因医生未核对过敏史导致药物过敏。经查，王强的电子病历中无过敏史记录，处方系统也未自动触发警示，而医生在接诊记录中仅标注“患者未主动提及过敏情况”。,患者在诊疗活动中受到损害，医疗机构或者其医务人员有过错的，由医疗机构承担赔偿责任。,主观题
2605,常规诊疗-05,常规诊疗,我是王强，68岁，糖尿病患者。某日凌晨突发意识模糊被送至急诊，血糖检测显示仅有2.1mmol/L。因昏迷无法沟通，值班医生迅速建立静脉通道并注射葡萄糖。我事后回想，医生在实施抢救时是否曾联系医院负责人确认抢救方案？,因抢救生命垂危的患者等紧急情况，不能取得患者或者其近亲属意见的，经医疗机构负责人或者授权的负责人批准，可以立即实施相应的医疗措施。,主观题
2606,常规诊疗-06,常规诊疗,我是张敏，作为急诊科护士的妹妹，今日接到通知说我哥在工地作业时突发癫痫持续状态被抢救。医院告知医生在无法联系家属的情况下，根据病情危重程度直接进行了气管插管和镇静治疗。医疗记录中是否完整体现了医院负责人的批准流程？,因抢救生命垂危的患者等紧急情况，不能取得患者或者其近亲属意见的，经医疗机构负责人或者授权的负责人批准，可以立即实施相应的医疗措施。,主观题
2607,常规诊疗-07,常规诊疗,我是市三院急诊科主任医师，昨晚接诊了一位呼吸衰竭的流浪汉。患者已失去意识且无法核实身份，经评估血氧饱和度降至65%需紧急气管切开。因情况危急，我立即组织抢救并实施手术，但事后补办负责人授权文件时发现院内审批系统因故离线。,因抢救生命垂危的患者等紧急情况，不能取得患者或者其近亲属意见的，经医疗机构负责人或者授权的负责人批准，可以立即实施相应的医疗措施。,主观题
2608,常规诊疗-08,常规诊疗,作为医疗质量管理科负责人，我在核查月度危急值处置报告时发现：7月3日心内科收治的心源性休克患者，在家属电话无法接通的情况下接受了体外膜肺氧合治疗。病程记录显示治疗开始于18:23，但院长授权电子签章时间晚于实际操作1小时17分钟。,因抢救生命垂危的患者等紧急情况，不能取得患者或者其近亲属意见的，经医疗机构负责人或者授权的负责人批准，可以立即实施相应的医疗措施。,主观题
2609,常规诊疗-09,常规诊疗,"李勇，35岁，因车祸外伤入院。骨科医生在未完成头颅CT检查的情况下，仅凭X光片诊断为单纯性肋骨骨折。次日患者突发脑疝，经抢救无效死亡。事后核查发现，急诊接诊记录中遗漏了患者""伤后一过性意识丧失""的关键描述。","患者在诊疗活动中受到损害，有下列情形之一的，推定医疗机构有过错：_x000D_
（一）违反法律、行政法规、规章以及其他有关诊疗规范的规定；_x000D_
（二）隐匿或者拒绝提供与纠纷有关的病历资料；_x000D_
（三）遗失、伪造、篡改或者违法销毁病历资料。",主观题
2610,常规诊疗-10,常规诊疗,"我是陈女士的母亲，女儿因妊娠高血压住院。主治医师在更换降压药物时未记录换药原因，仅标注""遵医嘱""。当家属询问药物调整依据时，主治医师以""医疗隐私保护""为由拒绝提供具体诊疗方案的详细说明。","患者在诊疗活动中受到损害，有下列情形之一的，推定医疗机构有过错：_x000D_
（一）违反法律、行政法规、规章以及其他有关诊疗规范的规定；_x000D_
（二）隐匿或者拒绝提供与纠纷有关的病历资料；_x000D_
（三）遗失、伪造、篡改或者违法销毁病历资料。",主观题
3466,医患关系-01,医患关系,我在某三甲医院完成年度体检后，发现自己的体检报告被误放在了医院候诊区的公共打印机上。同日，我注意到几位医护人员在讨论其他患者的病例时，直接报出了患者姓名和具体诊断结果，而周围有其他候诊患者在场。次日收到医院发送的短信，其中包含了我完整的病史编号及部分用药记录。,自然人享有生命权、身体权、健康权、姓名权、肖像权、名誉权、荣誉权、隐私权、婚姻自主权等权利。法人、非法人组织享有名称权、名誉权和荣誉权。,主观题
3467,医患关系-02,医患关系,我的妹妹因精神分裂症住院治疗，主治医师在向家属说明病情时，多次使用“性格缺陷”“自制力差”等表述，并将诊断结论直接告知了同病房其他患者的家属。医院在其官网发布的康复案例中，使用了妹妹的就诊影像资料，虽遮挡了面部，但治疗记录中的出生日期和籍贯信息清晰可见。,自然人享有生命权、身体权、健康权、姓名权、肖像权、名誉权、荣誉权、隐私权、婚姻自主权等权利。法人、非法人组织享有名称权、名誉权和荣誉权。,主观题
3468,医患关系-03,医患关系,作为住院医师，我参与抢救了一名车祸重伤患者。次日科主任要求我们在教学查房时详细分析该病例，病历资料投影在示教室屏幕上时，患者姓名、身份证号及家庭住址等信息完整显示。此外，当患者要求查阅自己的麻醉记录单时，护士站以“资料需要内部复核”为由拖延了两周才提供。,自然人享有生命权、身体权、健康权、姓名权、肖像权、名誉权、荣誉权、隐私权、婚姻自主权等权利。法人、非法人组织享有名称权、名誉权和荣誉权。,主观题
3469,医患关系-04,医患关系,我院近期上线了电子病历共享系统，但信息科未对患者隐私数据加密处理。某科室主任为撰写论文，从系统导出数百份患者诊疗数据，仅用患者编号代替姓名。此外，在患者满意度调查报告中，医院将投诉率高的科室名称及具体投诉事由制成展板，在医院内部公示时未做任何脱敏处理。,自然人享有生命权、身体权、健康权、姓名权、肖像权、名誉权、荣誉权、隐私权、婚姻自主权等权利。法人、非法人组织享有名称权、名誉权和荣誉权。,主观题
3470,医患关系-05,医患关系,我在急诊室因胸痛和呼吸困难就诊，分诊护士简单询问后让我在候诊区等待。三小时后症状加重，多次向护士说明情况却未见处理，最终自行找到值班医生才获得检查。检查结果显示我当时有急性心肌缺血，但延误导致治疗效果打了折扣。,自然人的生命权、身体权、健康权受到侵害或者处于其他危难情形的，负有法定救助义务的组织或者个人应当及时施救。,主观题
3471,医患关系-06,医患关系,我的父亲在手术后出现持续性呼吸急促，病房护士在交接班记录中多次标注“需观察”，但未见医生及时查房。家属三次通过呼叫铃请求帮助，均被告知“医生稍后处理”。直到次日清晨患者意识模糊时，主治医生才出现并解释“昨晚值班医生误判了症状严重性”。,自然人的生命权、身体权、健康权受到侵害或者处于其他危难情形的，负有法定救助义务的组织或者个人应当及时施救。,主观题
3472,医患关系-07,医患关系,作为分诊台护士，我注意到一位老年患者步态不稳且自述剧烈头痛，但当天急诊患者过多。科主任要求优先处理挂号时间早的患者，暂时将老人安排在候诊区。两小时后其他护士发现该患者已倒地昏迷，CT显示脑出血已扩散。,自然人的生命权、身体权、健康权受到侵害或者处于其他危难情形的，负有法定救助义务的组织或者个人应当及时施救。,主观题
3473,医患关系-08,医患关系,我院为提升急诊科服务效率，制定了“按挂号先后顺序优先处置”的流程。上月一名高热惊厥的儿童因挂号时间靠后，在候诊期间出现抽搐加剧，最终由家属强行带至抢救室。医务科讨论时认为现有流程符合院内规定，未提议修改。,自然人的生命权、身体权、健康权受到侵害或者处于其他危难情形的，负有法定救助义务的组织或者个人应当及时施救。,主观题
3474,医患关系-09,医患关系,我在肿瘤科就诊时，主治医生提到医院正在开展一种新型靶向药物的临床试验，声称该药可能对我的晚期肺癌有显著疗效。医生建议我直接参与试验并签署同意书，但表示流程简化不需要太多文件，只需口头确认即可。参与后我发现每月需支付一定费用用于“药物处理”，但未收到任何费用明细或合同文件。,为研制新药、医疗器械或者发展新的预防和治疗方法，需要进行临床试验的，应当依法经相关主管部门批准并经伦理委员会审查同意，向受试者或者受试者的监护人告知试验目的、用途和可能产生的风险等详细情况，并经其书面同意。进行临床试验的，不得向受试者收取试验费用。,主观题
3475,医患关系-10,医患关系,我的12岁女儿因遗传性心脏病住院，主治医师告知我们医院正在测试一种新型心脏起搏器。医生匆匆解释该设备可能改善女儿的病情，并递来一份同意书要求我签署。签署时医生说明“试验费用全免”，但一周后病房护士要求我们预付2000元作为“设备调试费”。我们没有见到伦理审查批文，但担心拒绝会耽误孩子治疗。,为研制新药、医疗器械或者发展新的预防和治疗方法，需要进行临床试验的，应当依法经相关主管部门批准并经伦理委员会审查同意，向受试者或者受试者的监护人告知试验目的、用途和可能产生的风险等详细情况，并经其书面同意。进行临床试验的，不得向受试者收取试验费用。,主观题
3878,基因/干细胞诊疗-01,基因/干细胞诊疗,我是某医院干细胞研究项目的负责人，正在招募糖尿病患者参与新型干细胞疗法的临床试验。上周，一名45岁的患者因经济困难无法支付常规治疗费用，主动询问试验参与条件。我向其说明试验可能改善胰岛功能，同时提及医院可酌情减免其部分治疗费用。患者随后签署了知情同意书，并表示“终于有机会得到治疗了”。,完全民事行为能力人有权依法自主决定无偿捐献其人体细胞、人体组织、人体器官、遗体。任何组织或者个人不得强迫、欺骗、利诱其捐献。,主观题
3879,基因/干细胞诊疗-02,基因/干细胞诊疗,我是某医院伦理委员会委员，今日审查一项针对肝病患者的干细胞研究方案。方案中的知情同意书显示，研究团队承诺为符合条件的受试者提供“优先参与未来同类研究”的机会。该条款未明确说明优先权的具体标准，但研究团队在说明中提到，这是对积极参与者的一种“鼓励措施”。,完全民事行为能力人有权依法自主决定无偿捐献其人体细胞、人体组织、人体器官、遗体。任何组织或者个人不得强迫、欺骗、利诱其捐献。,主观题
3880,基因/干细胞诊疗-03,基因/干细胞诊疗,我是某生物医学研究所的干细胞项目负责人，近期因研究需要，与某私立医疗机构达成协议。他们将为我们提供经过特殊处理的脂肪间充质干细胞样本，用于关节退行性病变研究。作为交换，我方将支付每份样本的“样本处理及运输补偿费”，并约定相关费用由课题经费直接拨付。该协议已通过财务审核，目前首批样本已送达实验室。,禁止以任何形式买卖人体细胞、人体组织、人体器官、遗体。违反前款规定的买卖行为无效。,主观题
3881,基因/干细胞诊疗-04,基因/干细胞诊疗,我是某大学附属医院伦理委员会委员。今日审查一项关于心肌再生的干细胞研究方案时注意到，研究预算中有一笔“特殊生物材料采购费”占总经费的20%。项目说明中仅提到该费用用于获取“符合伦理要求的临床级细胞样本”，但未明确样本来源和获取方式。研究团队在答辩会上强调，这笔费用是支付给第三方机构的“质量检测与标准化处理成本”。,禁止以任何形式买卖人体细胞、人体组织、人体器官、遗体。违反前款规定的买卖行为无效。,主观题
3882,基因/干细胞诊疗-05,基因/干细胞诊疗,作为某三甲医院心血管科的临床研究负责人，我们正在进行一项心衰患者的干细胞修复疗法试验。一名68岁受试者在治疗后第7天突发胸痛并晕厥，心电图提示心肌梗死。急诊科会诊认为与研究操作无关，建议继续观察。基于团队对疗法安全性的信心，我决定暂时隐瞒该事件，未在当日的研究记录中登记详细情况，准备在下次伦理审查时一并说明。,患者在诊疗活动中受到损害，医疗机构或者其医务人员有过错的，由医疗机构承担赔偿责任。,主观题
3883,基因/干细胞诊疗-06,基因/干细胞诊疗,某研究团队提交的干细胞治疗骨关节炎年度报告中提到，共有3例受试者出现关节肿胀加重的情况，但均在2周内缓解。经调阅原始病历发现，其中1例受试者当时因剧烈疼痛接受了关节腔穿刺，而研究日志中仅标注“短期不适”。项目组解释称这些反应属于“常见术后反应”，未达到严重不良事件标准，因此未启动暂停程序。,患者在诊疗活动中受到损害，医疗机构或者其医务人员有过错的，由医疗机构承担赔偿责任。,主观题
3884,基因/干细胞诊疗-07,基因/干细胞诊疗,在视网膜色素变性干细胞治疗研究中，受试者王某（65岁，退休教师）因视力持续恶化表现出强烈治疗意愿。我通过多媒体资料详细展示了既往病例的视力恢复案例，并承诺“此疗法是阻止病情进展的最后机会”。患者签字时反复确认“不会有失明风险”，我回答“现有数据显示安全性良好”。治疗后一个月，患者出现视网膜血管阻塞导致的新生血管病变，眼科会诊认为与移植细胞异常增殖有关。事后核查发现，知情同意书的风险条款中仅笼统提及“可能引起眼内压变化”，未具体说明视网膜血管系统的潜在损伤风险。,医务人员在诊疗活动中应当向患者说明病情和医疗措施。需要实施手术、特殊检查、特殊治疗的，医务人员应当及时向患者具体说明医疗风险、替代医疗方案等情况，并取得其明确同意；不能或者不宜向患者说明的，应当向患者的近亲属说明，并取得其明确同意。医务人员未尽到前款义务，造成患者损害的，医疗机构应当承担赔偿责任。,主观题
3885,基因/干细胞诊疗-08,基因/干细胞诊疗,某基因治疗研究方案的知情同意书显示，受试者签署时均处于“病情进展期”，部分患者正在使用多种免疫抑制药物。研究人员在“替代方案”栏统一填写“无其他有效治疗手段”，但经委员会查阅病历发现，其中3名受试者其实符合参加其他已获批药物临床试验的条件。此外，同意书中关于基因治疗“可能导致不可逆遗传改变”的风险描述，使用了“发生率极低”等模糊表述，未明确说明该风险属于不可逆的个体特异性风险，且未要求受试者签署单独的遗传风险确认书。,医务人员在诊疗活动中应当向患者说明病情和医疗措施。需要实施手术、特殊检查、特殊治疗的，医务人员应当及时向患者具体说明医疗风险、替代医疗方案等情况，并取得其明确同意；不能或者不宜向患者说明的，应当向患者的近亲属说明，并取得其明确同意。医务人员未尽到前款义务，造成患者损害的，医疗机构应当承担赔偿责任。,主观题
3886,基因/干细胞诊疗-09,基因/干细胞诊疗,某三甲医院正在开展一项针对心肌损伤的干细胞修复研究。上周，一名58岁男性受试者完成治疗后第三天，出现持续性胸痛及心电图异常。研究团队初步评估认为可能与治疗无关，遂调整了抗凝药物剂量并继续观察。然而，五天后患者症状加重，经详细检查确诊为治疗部位血栓形成。项目组认为这属于罕见并发症，在与家属沟通后，决定将患者转至心内科治疗，并计划在下次伦理委员会会议上补充说明这一情况。,医务人员在诊疗活动中未尽到与当时的医疗水平相应的诊疗义务，造成患者损害的，医疗机构应当承担赔偿责任。,主观题
3887,基因/干细胞诊疗-10,基因/干细胞诊疗,在某干细胞治疗项目年度审查中，伦理委员会注意到受试者不良事件报告表中，有一例严重心脏不良反应的记录日期与原始医疗记录存在三天时差。项目组解释称因“数据录入延迟”导致时间偏差，同时提交的补充材料显示该受试者后续已接受心内科治疗并稳定。委员会进一步发现研究方案中关于抗凝药物的监测频率未明确写入操作流程，但项目组在口头陈述时强调已遵循“常规临床标准”。,医务人员在诊疗活动中未尽到与当时的医疗水平相应的诊疗义务，造成患者损害的，医疗机构应当承担赔偿责任。,主观题
4014,数字医疗-01,数字医疗,我突发胸痛和呼吸困难，立即通过某紧急医疗App发送了求救信号并标注为“危急状态”。App显示系统已接收到请求，并提示将安排最近的救护车。然而，由于当日急救资源紧张，平台客服在30分钟后才回复建议我“尽量前往附近医院急诊科”，而此时我的症状已明显加重，最终由家人联系传统急救热线才获得及时救治。,"【法定救助义务】自然人的生命权、身体权、健康权受到侵害或者处于其他危难情形的,负有法定救助义务的组织或者个人应当及时施救。",主观题
