scene,query,reference,type
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下关于护士权利的说法中，正确的是？
A.可拒绝任何存在职业暴露风险的工作
B.从事有感染风险工作时应接受职业健康检查
C.有权要求医院提供免费的年度体检
D.患职业病后有权依法获得赔偿
E.享有法定带薪休假权
【思考过程】：
",BDE,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：护士发现医嘱违反诊疗技术规范时，应当采取以下哪些措施？
A.立即停止执行医嘱并销毁相关记录
B.及时向开具医嘱的医师提出
C.暂时隐瞒情况观察后续变化
D.向该医师所在科室负责人报告
E.直接向卫生行政部门投诉
【思考过程】：
",BD,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：护士在常规护理中需要履行以下哪些义务？
A.尊重患者的宗教信仰
B.密切监视患者的日常通讯
C.关心患者的治疗进展
D.及时向家属报告所有病情变化
E.保护患者的诊疗记录安全
【思考过程】：
",ACE,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在突发公共卫生事件中，护士必须服从以下哪些机构的安排参加医疗救护？
A.县级以上人民政府卫生主管部门
B.省级传染病防治中心
C.乡镇卫生院管理部门
D.所在医疗卫生机构
E.国际非政府救援组织
F.市级人民政府
【思考过程】：
",AD,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：根据相关规定，以下哪些人员被禁止在医疗卫生机构独立从事诊疗技术规范规定的护理活动？
A.未取得护士执业证书的人员
B.未办理执业地点变更手续的护士
C.护士执业注册有效期届满未延续的护士
D.在护士指导下开展实习的护理学生
E.未通过定期考核的护士
【思考过程】：
",ABCD,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：根据相关规定，医疗卫生机构必须为护士采取以下哪些措施？（多选）
A.提供卫生防护用品
B.每季度进行一次急救培训
C.落实有效的卫生防护措施
D.完善医疗保健措施
E.每年组织心理健康讲座
【思考过程】：
",ACD,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：根据《护士条例》，以下哪种情形下，护士所在医疗卫生机构应当按照国家有关规定给予津贴？
A.参加跨省进修培训的护士， B.在高原边陲乡镇卫生所工作的护士， C.负责医疗废弃物分类处理的护士， D.节假日期间连续值班的护士， E.为老年患者提供居家护理的护士
【思考过程】：
",BC,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：根据护士在职培训相关法规，以下哪项是医疗卫生机构在护士培训中必须注重的？
A.提升护士的沟通能力
B.护理文书书写规范
C.新知识、新技术的应用
D.患者隐私保护技能
【思考过程】：
",ABCD,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：当护士因违反职业道德被投诉时，其所在医疗卫生机构的正确处理流程是什么？
A.立即对涉事护士进行降薪处理并在院内通报
B.对投诉内容进行核实后直接向卫健委提交报告
C.调查核实后进行处理但不公开结果
D.调查确认投诉属实后处理护士并告知投诉人
E.暂不处理以观察护士后续表现
【思考过程】：
",D,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：护士在执业活动中出现以下哪些情形可能导致被暂停执业活动？
A.发现患者病情危急未立即通知家属
B.发现医嘱违反诊疗规范仅向同事私下提醒而未正式报告
C.未经允许将患者病历照片上传至个人社交平台
D.因个人行程冲突拒绝参与地震灾区的医疗救援
E.操作失误导致患者服药时间延误1小时
【思考过程】：
",BCD,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：下列哪些行为应当依照治安管理处罚法或刑法进行处罚？
A.以暴力手段阻碍护士为患者抽血
B.公开威胁要殴打值班护士
C.护士要求登记信息时拒绝提供联系方式
D.伪造患者医疗记录干扰护理工作
【思考过程】：
",ABD,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些内容符合我国相关法律法规对护士权益的规定？
A.护士的人格尊严不受侵犯
B.护士的人身安全受法律保护
C.护士的职业自由不受限制
D.全社会应当理解护士
E.护士依法履职时享有特殊豁免权
【思考过程】：
",AB,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：下列哪些奖励或荣誉是由国务院有关部门授予的？
A.全国卫生系统先进工作者荣誉称号
B.白求恩奖章
C.长期从事护理工作的护士荣誉证书
D.省级劳动模范称号由县级政府授予
E.地方政府为优秀护士提供特殊津贴
【思考过程】：
",AB,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些是申请护士执业注册的必要条件？
A.具备完全民事行为能力
B.通过省教育厅组织的护士执业资格考试
C.完成普通全日制2年护理专业课程学习及6个月临床实习
D.取得本科及以上学历证书
E.通过护士执业资格考试3个月内提出注册申请
【思考过程】：
",A,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：护士在考试通过后逾期3年申请执业注册时，除基本条件外还需要满足以下哪项要求？
A.重新通过护士执业资格考试，B.在医疗机构接受6个月临床培训，C.在符合规定的机构接受3个月临床护理培训并合格，D.提交补充学历证明
【思考过程】：
",C,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：护士执业注册申请的期限及逾期要求，以下哪项是正确的？
A.申请需在通过考试后2年内提出，逾期需接受6个月培训
B.申请需在通过考试后3年内提出，逾期需接受3个月培训且合格
C.申请无时间限制，但需每年参加考核
D.逾期申请者免除临床培训要求
【思考过程】：
",B,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：收到护士执业注册申请的卫生主管部门应当自收到申请之日起多少个工作日内做出决定？
A.15个工作日
B.20个工作日
C.25个自然日
D.30个自然日
E.45个工作日
【思考过程】：
",B,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：关于护士跨省变更执业地点的管理要求，以下哪些说法不符合规定？
A.所在省份卫生主管部门应在收到报告之日起7个工作日内办理变更手续
B.所在省份卫生主管部门应在收到报告之日起10个工作日内办理变更手续
C.跨省变更需由原注册部门直接办理变更登记
D.护士需要同时向原执业地和拟执业地的卫生主管部门提交报告
【思考过程】：
",BCD,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：护士执业注册有效期届满前申请延续注册的最早时间点是什么时候？
A.有效期届满前15日
B.有效期届满前20日
C.有效期届满前30日
D.有效期届满后30日内
【思考过程】：
",C,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪种行为违反了关于护士执业权利的法律规定？
A.某科室将夜班护士的交通补贴纳入绩效考核后发放
B.某医院因护士集体职称考试请假取消其年度体检福利
C.某护理机构对新入职护士暂缓缴纳三个月养老保险
D.某护士长在法定节假日后安排补休代替三倍工资
【思考过程】：
",BCD,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：护士发现某医生的医嘱违反诊疗技术规范，以下哪些属于正确的处理方式？
A.向同事咨询意见，B.立即向开具医嘱的医师提出异议，C.向该医师所在科室负责人报告，D.直接向医院伦理委员会举报，E.将医嘱修改后执行
【思考过程】：
",BC,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些人员不得在医疗卫生机构独立从事诊疗技术规范规定的护理活动？
A.持有护理专业毕业证书但未取得护士执业证书的实习人员
B.已注册但未办理执业地点变更的社区护士
C.执业注册证有效期届满后参与培训的护士
D.在基层医院执业5年但未延续注册的护士
E.有护士执业证书但未完成年度继续教育的学习护士
【思考过程】：
",ABCD,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪种做法符合医疗卫生机构对护士的职业保护要求？
A.每季度组织护士参加综艺团建活动
B.按需发放防护口罩和一次性手套
C.每月监测护士血红蛋白指标
D.建立针刺伤防护操作规范流程
E.定期组织护士职称考试培训
【思考过程】：
",BD,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：根据国家规定，以下哪种情形所在医疗卫生机构应给予护士津贴？
A.护士每月完成超过200小时工作量
B.在海拔4500米的高原乡镇卫生所工作
C.参与三甲医院急诊科预检分诊工作
D.长期从事重症监护室夜班工作
E.日常配制肿瘤化疗药物
【思考过程】：
",BE,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：根据相关规定，以下哪些内容属于护士在职培训的要求？
A.每季度开展理论考试
B.新知识、新技术的应用
C.岗前见习培训不低于7天
D.根据专科护理岗位需要开展的专科护理培训
E.加强护理人文关怀专项教育
【思考过程】：
",BDE,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：根据相关规定，关于医疗卫生机构护理管理工作的描述，以下哪项正确？
A.必须同时设置专门机构和专职人员
B.应当配备全职人员负责
C.可设置专门机构或配备专（兼）职人员
D.需按省级卫生部门要求执行
E.无需设立管理机构但需定期检查
【思考过程】：
",C,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：护士因违反职业道德被投诉后，其所在医疗卫生机构应如何处理？
A.展开调查并确认事实后处理护士并告知投诉人
B.无论投诉内容是否属实均需建立档案备查
C.经查证属实时仅将处理情况上报上级卫生部门而未告知投诉人
D.未展开调查而直接对护士进行岗位调整
【思考过程】：
",A,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：依据相关法规，以下哪一情形中的卫生主管部门工作人员不需要承担相应法律责任？
A.在护士资质审核中收受贿赂降低标准
B.将亲属安排的轻症患者优先占用护士资源
C.长期未更新护士执业监管档案导致管理混乱
D.非职务行为接受某护士提供的宴请
E.伪造监管记录包庇违规操作护士
【思考过程】：
",D,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：下列哪些情形会导致医疗卫生机构被卫生主管部门责令整改并处罚？
A.配备护士数为编制标准的80%
B.允许未按时参加继续教育的护士执行静脉穿刺
C.因急诊人力不足临时允许未持证护士处理急救操作
D.未核实护士执业地点变更手续即安排值班
E.护士每周工作时间超过60小时
【思考过程】：
",C,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些情形可能导致医疗卫生机构被依法处罚？（多选）
A.护士因工作原因感染传染病但未获得医疗保健措施
B.未为急诊科护士缴纳住房公积金
C.向高原地区护士发放高温津贴而非边远地区津贴
D.将护士基础工资设置为地方政府规定标准的70%
【思考过程】：
",ABCD,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些情形可能导致医疗卫生机构被责令改正并警告？
A.未制定护士在职培训计划
B.未能保证护士参与完整的培训课程
C.将护士的单次排班时间延长至12小时
D.护士培训计划未提交上级卫生部门审批
【思考过程】：
",AB,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：根据《护士条例》，护士在下列哪些情形下可能被暂停执业活动或吊销执业证书？
A.未及时为术后患者更换敷料导致感染
B.发现患者突发室颤但未立即通知值班医师
C.将患者的HIV检测结果告知其同事
D.收到有配伍禁忌的医嘱后未提出异议直接执行
E.因交通管制拒绝参加突发化学泄漏事故的医疗救援
【思考过程】：
",BCDE,客观题
医患关系,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：护士被吊销执业证书后，自吊销之日起多少年内不得申请执业注册？
A.1年
B.2年
C.3年
D.4年
E.5年
【思考过程】：
",B,客观题
